window_idx,window_start,window_end,center_date,spectral_gap,entropy_production,mean_irreversibility,vamp2_score,leading_eigenvalue_mag,second_eigenvalue_mag,eig_mag_0,eig_mag_1,eig_mag_2,eig_mag_3,eig_mag_4
98,490,990,1996-01-11 00:00:00,0.4109931712833812,0.27466970682144165,1.2800781726837158,0.2382792830467224,0.24883541464805603,0.12809720635414124,0.24883541464805603,0.12809720635414124,0.12809720635414124,0.05949261039495468,0.039570245891809464
99,495,995,1996-01-18 00:00:00,0.3985717373028444,0.2809286415576935,1.2986564636230469,0.24945849180221558,0.25316300988197327,0.13630521297454834,0.25316300988197327,0.13630521297454834,0.13630521297454834,0.05760627239942551,0.04399780184030533
100,500,1000,1996-01-25 00:00:00,0.4216057230399037,0.2778961956501007,1.2796391248703003,0.25065916776657104,0.2514403760433197,0.12147721648216248,0.2514403760433197,0.12147721648216248,0.12147721648216248,0.07313850522041321,0.04182389751076698
101,505,1005,1996-02-01 00:00:00,0.42909687160564475,0.2646884322166443,1.2603141069412231,0.24861201643943787,0.26011037826538086,0.11701134592294693,0.26011037826538086,0.11701134592294693,0.11701134592294693,0.0667896568775177,0.05043475329875946
102,510,1010,1996-02-08 00:00:00,0.41686443137616785,0.28872331976890564,1.2777971029281616,0.2464960664510727,0.26449334621429443,0.12439140677452087,0.26449334621429443,0.12439140677452087,0.12439140677452087,0.06356311589479446,0.06147269532084465
103,515,1015,1996-02-15 00:00:00,0.4362680361743057,0.3008972406387329,1.2518806457519531,0.23752349615097046,0.2519089877605438,0.11289013177156448,0.2519089877605438,0.11289013177156448,0.11289013177156448,0.06962211430072784,0.06224093958735466
104,520,1020,1996-02-23 00:00:00,0.44005820115346606,0.27926871180534363,1.210518717765808,0.23703210055828094,0.257769912481308,0.11077091097831726,0.257769912481308,0.11077091097831726,0.11077091097831726,0.08004055172204971,0.04720553755760193
105,525,1025,1996-03-01 00:00:00,0.4635092052958482,0.27650511264801025,1.1637390851974487,0.23623915016651154,0.23966729640960693,0.09851504862308502,0.23966729640960693,0.09851504862308502,0.09851504862308502,0.07765359431505203,0.05146951600909233
106,530,1030,1996-03-08 00:00:00,0.4802068919116878,0.31559664011001587,1.136380910873413,0.23420920968055725,0.24783262610435486,0.09062416106462479,0.24783262610435486,0.09062416106462479,0.09062416106462479,0.0827995166182518,0.060553766787052155
107,535,1035,1996-03-15 00:00:00,0.48049418237708547,0.6655387282371521,1.1251428127288818,0.24261154234409332,0.24976202845573425,0.0904940739274025,0.24976202845573425,0.0904940739274025,0.08023592084646225,0.08023592084646225,0.06424330919981003
108,540,1040,1996-03-22 00:00:00,0.47386538082749086,0.29738932847976685,1.1419624090194702,0.2410241663455963,0.25122565031051636,0.09354367107152939,0.25122565031051636,0.09354367107152939,0.09354367107152939,0.07825379818677902,0.07212094217538834
109,545,1045,1996-03-29 00:00:00,0.45104329622483863,0.3218291699886322,1.1319568157196045,0.23153546452522278,0.2414829432964325,0.10485084354877472,0.2414829432964325,0.10485084354877472,0.10485084354877472,0.07778488099575043,0.06702113896608353
110,550,1050,1996-04-08 00:00:00,0.4752985587151888,0.4487599730491638,1.4946637153625488,0.20717817544937134,0.24836848676204681,0.09287574142217636,0.24836848676204681,0.09287574142217636,0.09287574142217636,0.03614823520183563,0.03253800794482231
111,555,1055,1996-04-15 00:00:00,0.5357359041456379,0.37858259677886963,0.9200694561004639,0.20924986898899078,0.21646341681480408,0.06865375488996506,0.21646341681480408,0.06865375488996506,0.06865375488996506,0.06732605397701263,0.01266405638307333
112,560,1060,1996-04-22 00:00:00,0.5484322046917576,0.8641554117202759,0.7916193008422852,0.20161129534244537,0.2069408893585205,0.06443095952272415,0.2069408893585205,0.06443095952272415,0.056911054998636246,0.056911054998636246,0.0056064547970891
113,565,1065,1996-04-29 00:00:00,0.5082219217952975,1.0074436664581299,0.810542106628418,0.22189421951770782,0.21824926137924194,0.078778937458992,0.21824926137924194,0.078778937458992,0.04311661794781685,0.03585224971175194,0.03585224971175194
114,570,1070,1996-05-06 00:00:00,0.5075058855255092,1.0193231105804443,0.774010181427002,0.21714960038661957,0.19722670316696167,0.07906148582696915,0.19722670316696167,0.07906148582696915,0.04419776052236557,0.031375087797641754,0.031375087797641754
115,575,1075,1996-05-13 00:00:00,0.4286381083005105,1.2261558771133423,0.847990870475769,0.2326865941286087,0.2266777753829956,0.11728005856275558,0.2266777753829956,0.11728005856275558,0.0951656922698021,0.03873743861913681,0.03873743861913681
116,580,1080,1996-05-20 00:00:00,0.3843033755982282,1.3760898113250732,0.79000324010849,0.2474299669265747,0.21222372353076935,0.14638474583625793,0.21222372353076935,0.14638474583625793,0.0856580138206482,0.04980103299021721,0.0110786659643054
117,585,1085,1996-05-28 00:00:00,0.4016509152585474,1.3604899644851685,0.7971006035804749,0.2514140009880066,0.19267983734607697,0.13422274589538574,0.19267983734607697,0.13422274589538574,0.08960291743278503,0.07489179074764252,0.008405879139900208
118,590,1090,1996-06-04 00:00:00,0.41763580392438804,1.3198744058609009,0.7958335280418396,0.25615769624710083,0.20316964387893677,0.12391257286071777,0.20316964387893677,0.12391257286071777,0.08921623229980469,0.07359876483678818,0.011157579720020294
